,TEXT,Label
1595,@Adamastorlx ohyeahhh  hate the heat!  http://twitpic.com/665a2,8
20571,@pammiebegood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,9
2757,@AlexAllTimeLow  get back to tokyo man..we miss you.,4
5880,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET,4
22878,Now I remembered the password,4
32936,viendo Wolverine,4
8733,Sad making! Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc!,6
39672,@aneD Well thank you! I'll try and remember to put it somewhere,3
29121,@PackFM not if i'm not on the list,4
2714,"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies",8
11434,@GeneralTekno Just read it too.  I meant the toys though.,4
26307,@brunolorenz e ah! Ghost in the Shell ï¿½ meu anime favorito. assistiu?,4
11251,"Hi, is anybody else having problems with the Karma site? It's not working.",8
22966,@chris_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,3
3413,That was a  and it's because I missed too many leg sessions recently.,5
19224,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,7
8794,I wanna longboard but it's raining ughhhhhh,5
25348,last class at 10:30. One final tomorrow and 2 finals on friday!,5
639,watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,4
33443,That was a fun show. Grabbing a bite to eat now.,1
11578,Someone just bought the domain i planned on buying yesterday damn,4
23062,@sam_burnett Firmly embedded in her Hampstead constituency then,4
39806,"@beepin328 Well, that's good. STudy is good.",4
26019,@Irish1974 Tell me about it. I spend 20 of the 45 min in the morning on computer. Doesn't leave a lot of time 4 showering &amp; hair-do'ing.,5
33236,Playing cards with my niece.,1
18314,"Panda express, it's been so long. I've missed you",8
27024,manang is back! had a great dinner!  super busog :O,2
32618,I love my job. getting some REAL sleep. Icing the birthday cake in the morning!,2
33669,@tamij I'm going to turn it off. We Tribbles don't need tracking devices!     #hhrs,6
39007,"@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)",2
16398,"watching a film, recovering from my operation",9
36,@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?,8
38811,@giblahoj how sweet,4
24909,"@youngandfoodish thank you  saw your comment on the chew aerobics, really tickled me",2
13246,@cassiefasho i wish you still loved me,8
8018,@iamdiddy including myself... guess umma be partying alone yet again...lol..,5
7305,got my wisdom teeth removed it hurts.,4
21373,"Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today",0
34743,Making a milo,4
1452,what am l doing?? .....nothing much atm,5
20355,and we're back in buisiness,4
5865,@mikebugout Nooooo!  Working this weekend,5
39615,greeting again every momma : Happy Momma's Day!,0
35100,@UndeniableQueen ooooo i love pretty feet,0
34068,@JonathanRKnight Happy mother's day to ur mom!!! i hope she has a wonderful day!!!!!,5
14738,@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store.,4
31845,super excited,2
8480,"@gfalcone601 giii help me  i really wana find a gorgeous dress for prom, not long, mid length or short, anywhere in the uk. please help",5
38834,@dannymasterson the honesty's to much...........  Sorry couldn't resist;),1
28945,@IamTam not having your lights on concerns me! Lol! Stay safe!,2
29142,"@TRIPLEBEAMDREAM Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done.",9
29282,Happy Mother's Day! She liked the poem.,0
15680,On the set of Chuck Bass' New York Palace Hotel. Too bad they weren't filming today.   http://twitpic.com/67nht,8
34166,"@alitherunner haha, sorry, it's past my bedtime",2
25805,@Farung now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,5
21578,http://slingalink.com/eVicE1 my daughters kindergarden  !,2
37777,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,2
33091,tonight was hilariouss  i loveeee everyone that was theree,0
18103,the tip of my finger hurts  lmao,8
18962,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,",8
4836,@RiceBunny cause my eyelids are not deep set.  thanks it would help me a lot.,5
18478,7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,5
38040,Oh p.s. Thank you so much for the flowers Mr.Akins your mamacita loves yoooou papa  Kevin is the best muuaah!,0
4506,"@AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it",5
14452,FATTY! omg i just found the worst shit out and idk what to do i need to talk to you!! hopefully i see you when you get off work.  its badd,5
370,@RealBlackWidow But but I dun wanna,8
21743,is obviously getting bored celebrating summer! ) And now listening to music and eating some pizza.,5
2511,@MrDeNiro i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,8
14059,"@daisydelfina my location thing? Through ubertwitter...it has an option to include locations! Jon uses uber, but he has it off  lol",9
607,@NothinButSin sorry to hear that.,8
34857,@DOOMBUG Totally single.,5
10707,"@momebie omginorite! I'd be all fancy and tophatted all the time, it's really too bad I can't grow a handlebar moustache..",5
26466,@zaccolley of course it is   http://is.gd/kqSK,4
7626,i don't wanna work over the weekend,5
4580,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it",5
38817,Senior ball was hella fun!!!  good night!!!,2
38370,@kamathvasanth: wait till the vacation ends! u shud be cycling a lot then!,5
1906,@whatthelillyyo we just missd each otha again! I was at disney all day YESTERday!,4
39756,@TwistedHelen i emailed you back baby   how goes???,5
16886,"@jgoode impressive fever!  best wishes to her, hope it's nothing serious",5
28241,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,2
19453,love to but  already got plan  going to queen mary !,9
11999,"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me",8
23567,@yohanik Hehe. Just found the Wikipedia page for the movie. And Last.fm confirms it. Thank you.  http://is.gd/iPrR,2
16783,@kirkfranklin @therealmarymary yall my auntie jus got n a bad car accident...pls pray with me 4 God's will 2 b done...,8
10184,fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/,10
6129,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.,2
38535,just gott home from work and now relaxing,3
33295,"@monicaobrien again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info",4
8502,is awake and does not want to go to work...,4
39643,BOOK NOW &amp; SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,1
32049,@limegreenmodern I will take a pic for you,4
35881,@stanlopez awesome..am headin there that nite after my grad dinner  c u then boi! hehe,1
26598,"@pegkd Good plan, Peg --plus I like the sound of &quot;Money Monday&quot;",9
27874,psyching myself up for the next few days...oh my.,4
8084,rip grandpa  graduation today...,0
17267,why does it randomly hangup on me?,5
21953,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,11
12382,@thankthatstar i have to tell you that i accidentally screwed up the layout of the lautner_daily community,5
8520,i dreamt about monsters last night.  like a little girl.,4
30519,"oo. and studied today outside after having a ben+jerry's.. wearing a sundress, hopefully didn't get an awkward tan line.. haha!",2
24849,dinner was yummy and all... but i'm still super tired after all the things we went through to enroll for college.,8
10498,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do,4
25609,@Hyperopia feeling better now that it' breakfast time,2
8973,"@ClaytonCalhoon I know, huh?",9
10182,"@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!",9
19184,"@JeremyBorash wow, honestly not surprising, every time they try to push that guy he gets injured",5
7672,G'night world. Vacations have to end some day.,8
23982,@imagined learn learn!... we can learn together!,3
11522,@piratesswoop I don't have the link anymore.,4
39563,"@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed",9
30257,@mcraddictal,4
24099,I like Rio Ferdinand - when he's wearing an England jersey.,0
1515,@melisamelisa haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,5
35825,"Gotta get up early to spend some time with my mommy before I go to work, so I'm off to bed. Goodnight twitter",0
15416,Doesn't feel like working out.  @ 12th Street Gym http://loopt.us/OGqB5w.t,5
9787,@michemo Bristol's is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,0
10526,@Massawyrm we watched that one day in the middle of playing-- it REALLY doesn't hold up,9
29208,@WhiteLakeGal,4
3106,"@SamGrierson awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx",8
9625,@chicodebarge I guess you're responding to me about DC. If that's the case...,3
33063,Happy Mother's Day Mama bear,0
8237,@thehoodnerd    Ive been dying for those!! They just so expensive in little sizes.,3
1136,"Hospitals unnerve me  ~  waiting for the Doc, flipping thru magazines  ~",5
19083,@Jalisa_ i know !  my BG looks emo now .! lol,4
2510,yea dude... 5'8&quot;! really!?,9
31034,Star trek was good times.,2
12410,this week of mine was not easy!  but finally it's over! (:,2
21651,Going to have dinner. bbs,2
13081,@candicotton not so good,5
15317,@MsJuicy313 Lol...  Its NOT the same!!!,4
32814,http://twitpic.com/4whaf Tonight's art show was a success.,2
22022,@SinnamonS gotta play 'Off the Wall' first tho,4
10120,"Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work",5
22595,@stevencohmer -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,9
32933,Thank you guts for 360 followers! It means a lot!,2
7041,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao",2
10891,Looking for a special girl  im fed up of bein hurt,8
32925,"@shaundiviney Sweeny Todd is an awesome movie, the best",0
4701,&quot;yeah them men love them blowjobs&quot; -something you never want to hear your grandma say over breakfast talkin about charles barkley,9
38105,@DaveyJam live live or leaked live? If it's live properly I may just role outta bed and download it,5
3381,today is my last day of high school! most things i do today will be my last time doing them..  pure CRAZINESS!,5
30451,spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,0
23177,@Shauntrice my bad homie,5
1962,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,5
28315,@MorrisonCorner i don't have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,11
10433,@shinobistalin lord tariq hasnt been relevent since 98,4
39865,"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",5
16467,@BBC_Fangirl Won't let me watch since i'm in the states.  Boo.,5
21733,@hypahdorkx3 yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,0
21978,@MrFloydNL  tis very useful indeed esp. for newbies like me!,4
20072,Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,4
1228,i pulled a muscle in my neck this morning just feels like its getting more sore,5
31828,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother's Day.,2
6706,@successorstate yeah it was face2face  nite we went to palisades to see star trek. i can't remember it. i said it while we were in the car,1
11395,All done cleaning! Taking a break...OMG my back hurts,8
5082,@DonnieWahlberg Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,5
33115,ok.  i got my nails done to day an the are sweet.,2
25010,@andychapman09 sounds nice   have you downloaded twitterena 2.0 lol ?,4
27556,aaaaaah. that's better. a proper cup of cafe con leche with fat milk ... and a little bit of cinnamon sugar,4
9757,@carbyville - Ya but they have to speak to you first to reply to them..,4
10608,@jennjolie yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,8
32531,"@MsKnitSox thanks amy, its full of hotness",2
23027,@pandemicz yes,4
5120,only 2 more days of minnie,4
23577,is playing Uno  http://plurk.com/p/rprl0,4
26091,"@lisalisad1 I only came across viva la juicy on fri, no testers only body lotion in the store.... but i defo need to get it asap",5
8562,@BROADWAYBOE I work till 6:30 daily at the bank~how do I get free ribfest passes???,5
15461,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire,8
36174,@TaoGem I hope you didn't take that quote personally!! I've been throwing them out here and there all day-guess I shoulda waited a bit,5
28784,@addieking it was amazing,9
28713,resting had a whole day of walking,5
36250,"@chokewho Nah, rolled with Jason Manly, who is a talented BJJ ace who mauls me any way...   Jake is looking great, can't wait to fight.",2
27144,"@LarryTill I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I think.",1
25679,@Squiretwizz You're right- you don't do sympathy very well,8
13098,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,8
21195,@Mahnx Yeah for sure,4
12402,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.,8
2609,@eucalyptusapp I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,4
34650,I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,2
16579,so  im really borde and i dont know what i should do.,5
8637,needs a job,5
4232,Really fucking loved him,0
17686,@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,4
6724,I am using an on-screen keyboard,4
38983,@MacQuid Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,5
3308,@b4dm1n7on I heard that you can't make it!!,8
22224,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,0
23038,@themanwhofell compliment taken. Thanks. Key is to be yourself,2
34071,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,0
37605,Sang on xbox lips and drunk beer my weekend rocks so far,1
3725,@BeckyBuckwild Omg Beckky i love you! you should've won the 250G's  i was rootin for you.. hows things going?,8
4195,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,8
24627,Good morning tweeps! I have a feeling I won't be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,4
8775,is in history,4
10954,yay! got to order more diapers from @clothcouturellc i'm confused though. what's the point of cute prints if they have to be covered up?,5
7400,resorted to eating Mickey Ds ALONE.,4
24520,@1sweetwhirl remember the guy who 1st #tweetbud you! ~&gt; @yashved_2890  help him get 900 flwrs &amp; make him smile!,2
36423,@Whipoorwill You must like my song.,4
32287,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;),8
17219,Hmm maybe I this time I really did over react and do the worst,6
17460,@talk2donboy LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,2
14310,Sunburn hurts!,6
30969,@jlneveloff CONGRATS on graduating college!,9
23620,@AceConcierge Glad you got there safe &amp; saw your daughter.  Enjoy your time there!,2
24327,New article about band called MGMT @ ATBFM.SOLIDSYN.NET,4
8416,@barbsrad sorry to hear that,5
7646,At the dentist. I liked it better when the dentist is the client. Now I'm the patient.  http://www.DamienSmithPhotography.com,5
4335,It looks like it might rain,4
16994,is being a horrible twitter-er. Moved in to my Houston apartment and awaiting work starting on Monday. Real world=now,9
34123,"(@CoxRocks) Ha, the lead singer gave me a high five and i got one of their guitar pics!",2
8482,UGH I missed the POTUS @ MY Five Guys!!!! 2 blocks from my house and 3 blocks from my job.  http://www.politico.com/politico44/,5
33359,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,4
36607,Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend,0
35401,@Shannannagin haha. Thanks Shannon.  3 out of 5 boats got first.,0
13933,@stonezoneshow http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy,2
9078,oh no. opera 10 is not google friendly  *weeps*,5
32540,"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am very blond!",4
9816,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day,0
23651,"@neridagill Thank you, I will have a look",4
25482,Loves the Mr. oh so much these days!!,0
23339,@chromasia I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,2
39259,"@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!",2
28552,i miss you tooooo  you arent too far! *A*,5
1676,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,8
17943,@IsoBan ... i hate it so much.,6
29995,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!,2
3607,home not well hate not workin,4
5900,so...i really want to be home right now.,4
2218,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though,2
5541,@deadra I could have bought a Vespa with the amount of money I just spent,5
8712,*eekkk* back to work,8
6338,@GrafittiMySoul Hell if I know. @callunax I'm suffering,9
4224,Can I get some gd news for gods sake,6
34831,@Suzyqbee10 thank you very much!!!,3
12982,Watching WALL-E.....it's so cute but sad,5
28769,Dan and alli are here. They suprised me,9
37434,DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,0
39997,"Happy Mother's Day to all the mommies out there, be you woman or man as long as you're 'momma' to someone this is your day!",0
19365,"@ddlovato How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",5
9632,is updating an old ipod...sad...i miss my orange nano,8
27896,"@penitch come home, then. Not so boring here.",4
36140,"@trippingtracy if there's a pow wow in the chicago area, definitely check it out, they're so fun! Happy Mother's Day",2
14279,LOVED &quot;Drag Me To Hell&quot; and &quot;Up&quot;...yeah my Spend the Day Studying plan didn't happen,5
7814,is sitting in the marshall center w/Mina. Some1 must really not want me to go to the gym..this time i lost my wallet n w/no ID i cant go,5
12163,after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them,5
7807,"I know it wasn't going to be there, but I check EZTV for The Office torrent...",4
4309,More homework.,4
37268,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",4
6454,@jane_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing #rrtheatre anymore.,5
10504,I don't wanna do this presentation,5
34889,Happy Mothers Day to all the Mommys.,9
11864,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",8
29252,@KarlosFarrar check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,9
2808,@ontrich Yes I do,4
33536,is on facebook,4
39612,@teabot Use the facial recognition feature in iLife '09,4
11087,The sun is not cool,8
16369,i wish i could teach my dog how to play xbox!  alas...no thumbs,1
21631,MY AUNTIE FROM QUEENSLAND IS DOWN TO STAY THE NIGHT! YAYA.,0
29323,update!  island flowers - large pouch http://tinyurl.com/qnh5oy,4
6892,@michaelmphysics YES. i am thinking of staying in the office until it's slightly less RIDICULOUSLY HOT,5
34236,Just sittin here waitin for my coffee to be full grown on farm town before going to bed,7
13015,"too tired, i canï¿½t stay awake..but i must finish work for sunday",8
10295,"@markhoppus Think about adding Apple Shampoo.  100% My fav blink tune, and in the 3 times I've seen you guys, never heard it live.",4
33738,"my hundreth update  HAPPY MOTHERS DAY. i love you mum! even with all the fuss and fighting, you're still the one and only.",9
32451,@katyperry the good life!!! - under a honeymoon,1
36513,Beer pong! yee,4
15090,is so bored,4
39068,"@TotallyM hi hun!!  i really loved your tutorial yday!  soooo much, it was one of the best tutorials i had watched in a long time!  xx",0
2685,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",8
31254,"If you guys would be interested in watching me get tattooed tomorrow, let me know!",1
27223,@coollike http://twitpic.com/4jg09 - haha she looks a little like u charlie lol,2
14947,"...wait, I lied.",5
27428,"@RealHughJackman You were absolutely amazing in the Wolverine  you're sooo beautiful !! you're also such an amazing person, i look up to u",2
18875,@JennyLouis_420 why baby?,4
13234,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,4
20298,"@awaisnaseer always write holy words in capital dude, ALLAH HAFIZ !",4
25269,Off to England during the summer holidays this year.... yay!,2
19360,@brentonscowie  dude i will check again but i couldnt find anything  haha i am capital F-U-C-K-E-D,6
17196,hey guys y did the sun make my day gloomy?,8
31590,@erichalvorsen @LorenBrinton @nicksantino i say you all tour again. same lineup...with austin gibbs!,2
29228,@juicystar007 together,0
26403,@Krownz We keep very different hours.,4
18644,@Cowbelly I really want to!! But it's one of my few free weekends that month and am booking clients  Mama needs to make money.,5
16766,ughhh rejected from the 09 mediation program. SUCKSSSS.,5
33005,WOW Panic at the disco en Abbey Road,0
38952,@carlysmum lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S,10
28367,Watchin Scooby Doo 2,4
28169,@apizzle86: thanks!  and you being #80 just made my morning!,2
32822,"Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better.",2
4033,My ancient iPod is nearing death,5
28636,"@allearsdeb http://twitpic.com/4w0yj - wow, fancy!",2
8235,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,5
10579,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts",4
30490,"@russiandiva  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana",2
14691,Was eating a manderin. But it's all gone now!,4
30763,@taylorswift13 i love Paramore!  welcome back,0
25865,@LOCALDUDER I appreciate the effort. My skin is much softer than your screen,3
22303,"@SoMuchMo aww, i miss u already! and this DEF sums up the wknd lol",8
12657,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge.",2
7449,It smells badly of garlic,4
22694,"#musicmonday Happy STAR WARS Day, celebrate by joining!  http://axe-tech.net/forums/...",0
20967,Listening to Awake by Godsmack,4
29694,@just_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!,4
3394,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.,8
32953,drinking a cup of ice chocolate,4
12666,"is sick, a congested forehead (its possible) and chest. Achy eyes and back, all I wanna do is sleep the weekend away!",5
19037,@calvinharris You should get tickets Scotland told! They aren't selling tickets for ANY of your scottish dates yet!,4
4996,"@JonathanRKnight so, how long have you been at the airport? can you smoke inside a bar or somehting?  would SUK to do security again, lol",4
7254,@chaletlaforet shit that is awful... could not believe it at first... so sad,8
7981,@repressd Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,1
6162,@Willtothe no...i'm just tired..,4
31003,such a fun night with Bekah just talkin and stuff. Wuv her,2
3323,Things aren't just as easy and simple as they seem to be.,4
22427,@lindaloola Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,0
6337,@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,8
10231,@cameo1172 i have 2 friends going  so jealous,5
12963,@jessmitch fml...i have a good idea. we steal phil back and give my dumbass cousin those cats. jk. i'd feel bad,5
7326,"@farafaizul cost of living also very cheap, but no social life, that's what i'm scared of. Being boring and having a dull life.",5
39755,"@red_hawt So, how's the fitness regime coming along hehehehe",4
16075,Yeah  :p,4
551,Already misses @CMontecillo,8
23400,@ladybug8320 that is definitely a blast from the past,9
13358,awww i've lost a follower i fail,5
9088,"@unmarketing Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream.",8
2175,stuck in huge traffic jam,6
20490,@shadiya I hope you were feeling better today!,5
15146,"made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?",3
13087,@TheEllenShow  I did that to my favorite nail polish,0
3163,"@JulieAdore I checked ULCA, they've got a program in producing, I'll be so much interested in. But....",5
31823,@kelleydmcguire I don't know. What does it take to butter you up? Actual butter?  xoxo,5
33361,@roberto121 that's some serious shit steve. why didn't you send me pictures or call me!! You know i love a good yard sale.,7
16553,Then it just HAD to start raining here. ughh... (via @dusktallon) haha you died   what did you do at muskoka,5
39751,"@LisaHopeCyrus I know, she's great!  The Climb is sooo good!",0
107,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up,6
9110,"Yay, it's friday and boo i'm so broke i have no dosh",5
21141,@xiape copy &amp; paste fuck cunt tosser piss flap a 10000000000 times !!!!,6
14015,@theloudninja Not by choice.  I have to use it for that one project that never ends!,5
35397,@EdoCH thanks!! Yes!! A lot!,0
22019,is loving life in sydney,0
14639,@TheoLykos OMG I WANT TO GO TO THE BEACH!!!,2
10745,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,8
7216,@LeXxLuV nothing bout 2 go 2 work,4
28837,"Family is here,hanging with them",2
8669,Ok... No one was interested in my special.   Now the popcorn is stale! What a waste. I'm going to find a homeless person to give it to ...,5
32296,Goodknight Twitterland! Happy Mother's Day to all you blockhead mommas! Have a wonderful day!,4
12780,Awwwwwww holly,4
19393,@AwesomeKenn lame right?  do u know what dates you'll be in Cali?,4
9579,@chaosofthemind aww  get it when your mom comes back 8D,3
17036,@enterbelladonna hah i knew i didnt have a chance,4
30745,"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  &lt;3",5
33890,OH MY GOD STAR TREK WAS AWESOME AND I CANNOT WAIT TO SEE IT AGAIN AND AGAIN AND AGAIN. OH MY GOD. CHRIS PINE IS SMOKIN'!,5
32522,Wonderful weekend  I love my family  &amp; friends because they are awesome. Happy Mothers day to all the mommies &lt;3,0
15656,Greg Pritchard should have got threw to the final of britains got talent,11
17494,Off to the gym by myself!  no fun!,8
34992,"happy mothers day mam   little bit of a hangover now:$ need to do everything for mam now, but I love her, so for one day I'll do it.",0
5530,@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,8
25536,@RobertHoliday @mmichelle35 @missjo_ladie - G'morning...  Headed into the classroom now. Have a good one.,4
2581,@Jalanii awwww wat i was gonna buy myself something pretty  nvm,4
2564,"Also, I'm really missing Sami... just thought I would throw that one out there...",8
18013,Why can't I sleep ????? Is it too much to ask for :-P,5
27957,&lt;3 ryan baby iloveyopu xxx &lt;3 10 days kayleigh baby lymz cntt waiit,0
26236,@SongzYuuup http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,2
34916,@PeachiKeen AH! STEPH TWEETS!,9
34625,@alyxandracouch what was itt!?,9
29806,@elliottng congrats! My wife would oppose live tweeting birth too I'm sure,2
7105,@lynstephaniewoo yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don't knowwww  plan plan  before you go to US!,9
13858,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6",4
29669,"Is having a darts party with the parentals, my neighbor, and @livia9778!",4
31193,"@trswift hahahaha nice. i gave up on bio cos idk what the hell i'm doing, so hello chem",0
9251,Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well it'll be a good advertisement,3
25072,got an A in english again  yay..  but a D- in maths,8
39439,like the sound of a tweet,0
25888,@pincheguera I got you today,4
8367,"Chinese Lunch Buffet: $4.50 - Add a soda $1.25 - Noticing the Health Inspection score of 81 as I walk out with my bag, Priceless .....",9
13075,"@Chris_Gorham aww, what a shame  ........you can still #followfriday them though, no? &gt;.&gt;",5
21009,thanks for the raspberry-Laced Vanilla Cake,2
17980,"@JYoungS2TS Yaay! I was supposed to go, but I missed it",5
17254,@charlieks @tonita_face @emmaleeks and nana.wish i was there last night,8
32533,@stovertile Etsy handmade cards weren't any good?,5
6269,@SuperWiki i want to gooo,4
38699,"@loisheilig your welcome. you have picked up the slack the last few days, my turn to get it.",4
7892,"@veeriwhoa OH SILENCE VERONA!  I AM WANTING TO GO   jaja, enjoyyitverymuch and bring me phothos of Danny and dougie ?",2
38331,did some more work on Dig Dug. can get to level 16 without dying now  Mega Man tomorrow after work. Goal: 2 levels in 5 minutes,11
15157,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh,2
22291,Hope you all have a great Bank Holiday Monday!,1
681,Off to bed!! Still exhausted from Vegas,4
6985,The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68,4
